frequency(Hz),V/rt(Hz)
0,1.72266418306446E-7
1.95307201953072,1.82146508116777E-7
3.90614403906144,1.78335311927363E-7
5.85921605859216,1.54834709172092E-7
7.81228807812288,1.3495835283696E-7
9.7653600976536,1.21303303481022E-7
11.7184321171843,1.1079569154861E-7
13.671504136715,1.05017152480908E-7
15.6245761562458,1.02992990648001E-7
17.5776481757765,1.00001943173557E-7
19.5307201953072,9.63784452264485E-8
21.4837922148379,9.77609801065531E-8
23.4368642343686,1.06413948188586E-7
25.3899362538994,1.09891106366577E-7
27.3430082734301,1.01224785828296E-7
29.2960802929608,9.2359985342718E-8
31.2491523124915,8.82528670352841E-8
33.2022243320222,8.43398240380484E-8
35.155296351553,7.9898815971164E-8
37.1083683710837,7.62664403141376E-8
39.0614403906144,7.40531079491287E-8
41.0145124101451,7.3737849389698E-8
42.9675844296758,7.46177826548838E-8
44.9206564492066,7.68866025127528E-8
46.8737284687373,8.43679660415612E-8
48.826800488268,9.67211348863701E-8
50.7798725077987,9.75408643233225E-8
52.7329445273295,8.4750958317069E-8
54.6860165468602,7.76898994683752E-8
56.6390885663909,8.77854729394672E-8
58.5921605859216,1.10150848814997E-7
60.5452326054523,1.15852186825663E-7
62.4983046249831,9.44633101969789E-8
64.4513766445138,7.39776678563518E-8
66.4044486640445,6.97691809335869E-8
68.3575206835752,7.07343082607099E-8
70.3105927031059,7.13469322820252E-8
72.2636647226366,7.09141029481992E-8
74.2167367421674,7.09378810923129E-8
76.1698087616981,7.0057110937139E-8
78.1228807812288,6.79324425587887E-8
80.0759528007595,6.65026135172448E-8
82.0290248202902,6.67402167000593E-8
83.982096839821,6.87197927856063E-8
85.9351688593517,6.97593525652255E-8
87.8882408788824,6.87817319507254E-8
89.8413128984131,6.69528553740057E-8
91.7943849179439,6.57461307996029E-8
93.7474569374746,6.70461672050513E-8
95.7005289570053,6.94227900203627E-8
97.653600976536,7.10437839873901E-8
99.6066729960667,7.10140930762865E-8
101.559745015597,6.8211508043425E-8
103.512817035128,6.50469761969408E-8
105.465889054659,6.43113899528001E-8
107.41896107419,6.53389305747902E-8
109.37203309372,6.61485563617176E-8
111.325105113251,6.63685062128637E-8
113.278177132782,6.62518215266876E-8
115.231249152312,6.60517911330522E-8
117.184321171843,6.97236874142555E-8
119.137393191374,7.72317494194996E-8
121.090465210905,7.89529063414949E-8
123.043537230435,7.47125118455327E-8
124.996609249966,7.0629281698879E-8
126.949681269497,6.76881536148144E-8
128.902753289028,6.64547313184681E-8
130.855825308558,6.57933715819445E-8
132.808897328089,6.46873746327474E-8
134.76196934762,6.38491927230712E-8
136.71504136715,6.35388750758815E-8
138.668113386681,6.34039003973142E-8
140.621185406212,6.31121063167563E-8
142.574257425743,6.27112904698441E-8
144.527329445273,6.22436469583567E-8
146.480401464804,6.2276324666286E-8
148.433473484335,6.4087213018207E-8
150.386545503865,6.55019446223892E-8
152.339617523396,6.43425123645509E-8
154.292689542927,6.29514281448783E-8
156.245761562458,6.21086512719857E-8
158.198833581988,6.10099621657287E-8
160.151905601519,5.99512106459725E-8
162.10497762105,5.97347722621412E-8
164.05804964058,6.01727941598555E-8
166.011121660111,6.05106517520758E-8
167.964193679642,6.17892309250918E-8
169.917265699173,6.28296545449688E-8
171.870337718703,6.20137831388932E-8
173.823409738234,6.23508067135902E-8
175.776481757765,7.23116956084865E-8
177.729553777296,1.06460013027419E-7
179.682625796826,1.35426757048092E-7
181.635697816357,1.22018089024483E-7
183.588769835888,8.43269513042719E-8
185.541841855418,6.30035697206659E-8
187.494913874949,5.87390759599339E-8
189.44798589448,5.87882790173114E-8
191.401057914011,5.88630720393916E-8
193.354129933541,5.81935485730367E-8
195.307201953072,5.9766751796697E-8
197.260273972603,6.68585334294741E-8
199.213345992133,7.45944617981893E-8
201.166418011664,7.27159319220216E-8
203.119490031195,6.492430749349E-8
205.072562050726,6.14967651015694E-8
207.025634070256,6.0331928865364E-8
208.978706089787,5.87784984714424E-8
210.931778109318,5.74117654685314E-8
212.884850128849,5.71783377804348E-8
214.837922148379,5.78895618388434E-8
216.79099416791,5.76706686315845E-8
218.744066187441,5.75133418269781E-8
220.697138206971,5.76657223657999E-8
222.650210226502,5.777388193105E-8
224.603282246033,5.81715105053044E-8
226.556354265564,5.8684470065541E-8
228.509426285094,5.91065370273164E-8
230.462498304625,5.84410485207449E-8
232.415570324156,5.77246898958571E-8
234.368642343686,5.87460272472322E-8
236.321714363217,6.01029602966431E-8
238.274786382748,6.15594129312858E-8
240.227858402279,6.26547437702963E-8
242.180930421809,6.15930857195344E-8
244.13400244134,6.02929563202986E-8
246.087074460871,6.04785526523548E-8
248.040146480402,6.25626910652418E-8
249.993218499932,6.34936338084508E-8
251.946290519463,6.16217884885431E-8
253.899362538994,6.03299971219422E-8
255.852434558524,5.9936988839826E-8
257.805506578055,5.93766011717567E-8
259.758578597586,5.94788489260595E-8
261.711650617117,6.08477322228025E-8
263.664722636647,6.20508184625708E-8
265.617794656178,6.07599391197418E-8
267.570866675709,5.79306377059335E-8
269.523938695239,5.70646077175391E-8
271.47701071477,5.79954692017949E-8
273.430082734301,5.84511773182175E-8
275.383154753832,5.83342997155372E-8
277.336226773362,5.83121897960221E-8
279.289298792893,5.84706179999226E-8
281.242370812424,5.81277920122196E-8
283.195442831954,5.71967849965459E-8
285.148514851485,5.71836439097095E-8
287.101586871016,5.76613586699149E-8
289.054658890547,5.74651913627247E-8
291.007730910077,5.69485194609673E-8
292.960802929608,5.70996650028623E-8
294.913874949139,5.82052853496157E-8
296.86694696867,6.1166098561419E-8
298.8200189882,6.58015347482656E-8
300.773091007731,6.67774160864771E-8
302.726163027262,6.30315811811461E-8
304.679235046792,5.97267897049839E-8
306.632307066323,5.8487896937671E-8
308.585379085854,5.8116405356377E-8
310.538451105385,5.71569137337772E-8
312.491523124915,5.6821150278633E-8
314.444595144446,5.77622286657347E-8
316.397667163977,5.78664212914531E-8
318.350739183507,5.7127083969109E-8
320.303811203038,5.70953446281649E-8
322.256883222569,5.78054368512244E-8
324.2099552421,5.81632220317321E-8
326.16302726163,5.8069555193189E-8
328.116099281161,5.86699559432238E-8
330.069171300692,5.91563557835947E-8
332.022243320222,5.8068935859346E-8
333.975315339753,5.65742684926202E-8
335.928387359284,5.54772187950954E-8
337.881459378815,5.52694343281478E-8
339.834531398345,5.58039961523197E-8
341.787603417876,5.58871113226818E-8
343.740675437407,5.58346390318719E-8
345.693747456937,5.66144278425162E-8
347.646819476468,5.78328396181945E-8
349.599891495999,5.83244938965566E-8
351.55296351553,5.85724997572206E-8
353.50603553506,5.84869164692241E-8
355.459107554591,5.83632498933599E-8
357.412179574122,5.89931052680837E-8
359.365251593653,5.97895495949371E-8
361.318323613183,5.97253557111536E-8
363.271395632714,5.88400476004753E-8
365.224467652245,5.74426866790249E-8
367.177539671775,5.66534025509702E-8
369.130611691306,5.76083721411735E-8
371.083683710837,5.85061551595894E-8
373.036755730368,5.75960931571074E-8
374.989827749898,5.71675100200773E-8
376.942899769429,5.80549235280673E-8
378.89597178896,5.80284839490516E-8
380.84904380849,5.68114270014005E-8
382.802115828021,5.58755821307868E-8
384.755187847552,5.55895299328729E-8
386.708259867083,5.52780247916697E-8
388.661331886613,5.57870689333183E-8
390.614403906144,5.64840451483186E-8
392.567475925675,5.62406214355316E-8
394.520547945206,5.54652545736087E-8
396.473619964736,5.5088604004659E-8
398.426691984267,5.63265196448894E-8
400.379764003798,5.7336008296619E-8
402.332836023328,5.65293147421955E-8
404.285908042859,5.64205107518461E-8
406.23898006239,5.73388599687854E-8
408.192052081921,5.70394966539123E-8
410.145124101451,5.5941648675451E-8
412.098196120982,5.56375865769982E-8
414.051268140513,5.55433275108738E-8
416.004340160043,5.46635151216548E-8
417.957412179574,5.46877103902864E-8
419.910484199105,5.59803433733833E-8
421.863556218636,5.60739030937404E-8
423.816628238166,5.53750990465157E-8
425.769700257697,5.53970292494373E-8
427.722772277228,5.60278817239119E-8
429.675844296758,5.62905593136681E-8
431.628916316289,5.60973666809092E-8
433.58198833582,5.62482000851667E-8
435.535060355351,5.56803437473992E-8
437.488132374881,5.47501766313516E-8
439.441204394412,5.58890064561564E-8
441.394276413943,5.80780145045155E-8
443.347348433473,5.84909291013759E-8
445.300420453004,5.72354387228912E-8
447.253492472535,5.70641355789902E-8
449.206564492066,5.87218877689051E-8
451.159636511596,5.91354518981389E-8
453.112708531127,5.7288138090311E-8
455.065780550658,5.56818020101468E-8
457.018852570189,5.54376780202549E-8
458.971924589719,5.60026235861076E-8
460.92499660925,5.63331609266812E-8
462.878068628781,5.581790045099E-8
464.831140648311,5.57273263249247E-8
466.784212667842,5.6301641336512E-8
468.737284687373,5.64396042005537E-8
470.690356706904,5.63705915289323E-8
472.643428726434,5.58036993832332E-8
474.596500745965,5.48270632822282E-8
476.549572765496,5.54648534935485E-8
478.502644785026,5.73531011186955E-8
480.455716804557,5.75806758176448E-8
482.408788824088,5.65517960841974E-8
484.361860843619,5.63790054411113E-8
486.314932863149,5.63286632826029E-8
488.26800488268,5.63446030695203E-8
490.221076902211,5.64106001110723E-8
492.174148921742,5.58435121414141E-8
494.127220941272,5.46743053099767E-8
496.080292960803,5.33962859219707E-8
498.033364980334,5.2889926005903E-8
499.986436999864,5.31149237049452E-8
501.939509019395,5.33528518888714E-8
503.892581038926,5.31095764199577E-8
505.845653058457,5.33688745894793E-8
507.798725077987,5.42082510007877E-8
509.751797097518,5.4410791351676E-8
511.704869117049,5.38888078065794E-8
513.657941136579,5.32149778173966E-8
515.61101315611,5.39952562358249E-8
517.564085175641,5.63587445935241E-8
519.517157195172,5.72411497865382E-8
521.470229214702,5.62014550291861E-8
523.423301234233,5.51934371058227E-8
525.376373253764,5.56887287915384E-8
527.329445273294,5.74212665600031E-8
529.282517292825,5.84287499278324E-8
531.235589312356,5.80461350937476E-8
533.188661331887,5.67877883646119E-8
535.141733351417,5.52338799382297E-8
537.094805370948,5.43381399283934E-8
539.047877390479,5.49498379137151E-8
541.00094941001,5.59412488017223E-8
542.95402142954,5.61847971344048E-8
544.907093449071,5.60576482310539E-8
546.860165468602,5.59269265773023E-8
548.813237488132,5.63177555526836E-8
550.766309507663,5.58508724988898E-8
552.719381527194,5.4166412676534E-8
554.672453546725,5.33720030637105E-8
556.625525566255,5.35116412640883E-8
558.578597585786,5.39100840465867E-8
560.531669605317,5.43487468508815E-8
562.484741624847,5.52075063703095E-8
564.437813644378,5.59190767429952E-8
566.390885663909,5.58056859342798E-8
568.34395768344,5.51892653408351E-8
570.29702970297,5.44974941633684E-8
572.250101722501,5.43442100522953E-8
574.203173742032,5.42689713228012E-8
576.156245761562,5.39116795980286E-8
578.109317781093,5.39816150963822E-8
580.062389800624,5.42689189441316E-8
582.015461820155,5.41016003023098E-8
583.968533839685,5.40339404169982E-8
585.921605859216,5.42812083272523E-8
587.874677878747,5.47729730408012E-8
589.827749898278,5.56060594368946E-8
591.780821917808,5.55890674984589E-8
593.733893937339,5.47377509505705E-8
595.68696595687,5.47680900229993E-8
597.6400379764,5.57372320701816E-8
599.593109995931,5.6359685335156E-8
601.546182015462,5.55881315016457E-8
603.499254034993,5.45565062082602E-8
605.452326054523,5.45866675345311E-8
607.405398074054,5.5359174794377E-8
609.358470093585,5.57704512524609E-8
611.311542113116,5.57528798708432E-8
613.264614132646,5.63880383664675E-8
615.217686152177,5.66596150764375E-8
617.170758171708,5.56123134035107E-8
619.123830191238,5.41881979982614E-8
621.076902210769,5.29621745053162E-8
623.0299742303,5.23935505640015E-8
624.983046249831,5.26008019441797E-8
626.936118269361,5.32876019897761E-8
628.889190288892,5.39581201739993E-8
630.842262308423,5.36546246416873E-8
632.795334327953,5.31092157264361E-8
634.748406347484,5.31702451181236E-8
636.701478367015,5.36648346773196E-8
638.654550386546,5.41265810573521E-8
640.607622406076,5.50984810260388E-8
642.560694425607,5.64061809462827E-8
644.513766445138,5.64316351466522E-8
646.466838464668,5.60861407290178E-8
648.419910484199,5.61188230399361E-8
650.37298250373,5.57975355311456E-8
